Id,AC#,Artist,Title,Date,Medium,Dimensions,Category
2442,623335,"TINKL, Victor","Balanced Hanging for Children's Play Area [maquette]",1979,"ink drawing","35.6 x 42.5 cm / 14"" x 16 3/4""","work on paper"
2443,661711,"TIURA, Oliver U.","Anima Series - Seeking [maquette, 3 parts]",1991,"mixed media","wax, metal: 51.2 x 25.5 cm / 20 1/8"" x 10"" (see file)","mixed media"
2444,661727,"TIURA, Oliver U.","Streams of Stories",1993,"mixed media","2 parts: 304 x 295 cm / 119 11/16"" x 116 1/8"" each (check 3rd dimensions with PD)","mixed media"
2445,661710,"TIURA, Oliver U.","Streams of Stories [maquette]",1991,"mixed media","5 x 12.5 x 30.3 cm / 2"" x 5"" x 12""","mixed media"
2446,101313,"TOD, Joanne","Office Hour",2014,"oil on linen","101.6 x 76.2 cm / 40"" x 30""; frame: 107 x 82 cm / 42 1/4"" x 32 1/4""",painting
2447,100386,"TODD, Lianne","Hang to Dry",2006,"watercolour on paper","38 x 56.5 cm, 14 7/8"" x 22 1/4""; frame: 57.8 x 75.5 cm; 22 3/4"" x 29 3/4""","work on paper"
2448,633122,"TOMBS, Robert","Portrait [maquette]",n.d.,"mixed media","71.8 x 71.8 cm / 28 1/4"" x 28 1/4""","mixed media"
2449,662317,"TOMCHUK, M.","Sandhills  53/150",1980,lithograph,"52 x 50.2 cm / 20 1/2"" x 19 3/4""","work on paper"
2450,619761,"TOOKE, Gerald Ernest",Untitled,"c. 1966-1968","mixed media","251.5 x 335.3 cm / 99"" x 132""","mixed media"
2451,619998,"TOOKE, Gerald Ernest","Untitled [maquette]","c. 1966","mixed media","52 x 61 x 7.6 cm / 20 1/2"" x 24"" x 3""","mixed media"
2452,658638,"TOPP, Heather","Something Found Whistling in the Woods #5 [mask]",1991,ceramics,"12.7 x 35.6 x 24.1 cm / 5"" x 14"" x 9 1/2"" (oval)",ceramic
2453,658637,"TOPP, Heather","Something Found Whistling in the Woods [mask]",1991,ceramics,"12.7 x 35.6 x 24.1 cm / 5"" x 14"" x 9 1/2"" (oval)",ceramic
2454,658635,"TOPP, Heather","Spring Tulips I",1990,"watercolour on paper","21.3 x 17.1 cm / 8 1/2"" x 6 3/4""; frame: 41.9 x 36 cm / 16 1/2"" x 14""","work on paper"
2455,658636,"TOPP, Heather","Spring Tulips II",1990,"watercolour on paper","20 x 16.8 cm / 7 7/8"" x 6 5/8""","work on paper"
2456,658634,"TOPP, Heather","Tropical Orange",1990,"watercolour on paper","20.6 x 18.7 cm / 8"" x 7 1/2""; frame: 41.1 x 37.9 cm / 16 1/4"" x 15""","work on paper"
2457,658639,"TOPP, Heather","Whistling in the Woods #4 [mask]",n.d.,ceramics,"12.7 x 35.6 x 24.1 cm / 5"" x 14"" x 9 1/2"" (oval)",ceramic
2458,646234,"TOUSIGNANT, Leo","Sous-bois sur le chemin de Chenier, 1982-84",n.d.,photograph,"sight: 19 x 24.2 cm / 7 1/2"" x 9 1/2""",photograph
2459,626062,"TOWN, Harold Barling","Original Design for Central Section, Ontario Place Poster",1970,"mixed media","121.9 x 121.9 cm / 48"" x 48""; frame: 50"" x 50"" / 127 cm x 127 cm","mixed media"
2460,619760,"TOWN, Harold Barling",Untitled,1968,"oil & acrylic/linen","274.3 x 762 cm / 108"" x 300""",painting
2461,619901,"TOWN, Harold Barling","Untitled [maquette]","c. 1966","watercolour on paper","49.5 x 78.7 cm / 19 1/2"" x 31""","work on paper"
2462,661728,"TRAINOR-BRUZZESE, Mavourneen","Untitled [diptych]",1992,"acrylic on canvas","106.7 x 76.2 cm / 42"" x 30"" each panel; frame: 109 x 78 cm / 43"" x 30 3/4"" each",painting
2463,619759,"TROTTIER, Gerald",Untitled,1966-1968,"mixed stone mosaic","264.2 x 302.3 cm / 104"" x 119""","mixed media"
2464,619895,"TROTTIER, Gerald","Untitled [maquette]","c. 1966-1968","acrylic on paper","25.4 x 25.4 cm / 10"" x 10""","work on paper"
2465,658642,"TRUDEAU, Randy","Mishmos Singing Spiritual Prayer to the Great Spirit",1990,"acrylic on canvas","61 x 45.7 cm / 24"" x 18""",painting
2466,658494,"TRUDEAU, Randy","Otter Calls the Spirit to Guide Him on His Journeys",1991,"acrylic on canvas","59 x 44.2 cm / 23 1/4"" x 17 3/8""",painting
2467,658641,"TRUDEAU, Randy","The Elder Praying to the Spirit for His People and Children",1990,"acrylic on canvas","61 x 45.7 cm / 24"" x 18""",painting
2468,658643,"TRUDEAU, Randy","The Medicine Bear is the Guardian of All Living Things",1991,"acrylic on canvas","45.7 x 61 cm / 18"" x 24""",painting
2469,101176,"TRUDEAU, Randy","The Medicine Man and the Voices of the Sweat Lodge",1981,"acrylic on canvas","50.8 x 74.93 cm / 20"" x 29.5""",painting
2470,658493,"TRUDEAU, Randy","The Spiritual Loon Singing a Spiritual Song to the Spirit",1991,"acrylic on canvas","59.5 x 44.3 cm / 23 7/16"" x 17 7/16""",painting
2471,101177,"TRUDEAU, Randy","Wolves Came in to the Spiritual Land and were told Stories of their Ancestors",1981,"acrylic on canvas","54.6 x 90.1 cm / 21.5"" x 35.5""",painting
2472,619989,"TUGHAN, Robert James (Jim)",Bracer,1977,"mixed media","45.1 x 70.5 cm / 17 3/4"" x 27 3/4""","mixed media"
2473,623330,"TULLY, Sydney Strickland","'At the Loom' - French Canadian Interior",1899,"oil on canvas","sight: 50.4 x 63 cm / 19 7/8"" x 24 13/16""; frame: 72 x 84.4 cm / 28 3/8"" x 33 1/4""",painting
2474,101314,"TUNLEY, Rayne","Katabatic Winds",2014,"charcoal on paper","66 x 102 cm / 26"" x 40""","work on paper"
2475,100357,"TURKINGTON, Arlene","Waterloo County",2002,"colour photograph","each image: 9.6 x 14.5 cm / 3 3/4 x 5 3/4""; frame: 41.5 x 34 cm / 16 1/2 x 13 1/2""",photograph
2476,619758,"URQUHART, Anthony Morse (Tony)","Niagara Falls with a Collection of Famous Daredevils",1968,"acrylic on board","261.6 x 198.1 cm / 103"" x 78""",painting
2477,619900,"URQUHART, Anthony Morse (Tony)","Niagara Falls with a Collection of Famous Daredevils [maquette]","c. 1966-1968","acrylic on board","33 x 25.4 cm / 13"" x 10""",painting
2478,619967,"URQUHART, Anthony Morse (Tony)","The Great Ontario Barn Door [maquette]",1977,"watercolour on paper","36.8 x 56.5 cm / 14 1/2"" x 22 1/4""","work on paper"
2479,633774,"URQUHART, Anthony Morse (Tony)","Untitled [maquette]","c. 1983","mixed media","54.1 x 35.6 x 25.4 cm / 21 5/16"" x 14"" x 10"" overall","mixed media"
2480,619972,"URQUHART, Anthony Morse (Tony)","Waterloo County [triptych]",1977,"mixed media","central panel: 198.1 x 182.9 cm / 78"" x 72""; rondels: 66 cm / 26"" dia.","mixed media"
2481,661677,"VAN DER STAAL, Henny","Liatris - Waterfront",n.d.,"mixed media","sight: 80.5 x 65.5 cm / 31 11/16"" x 25 3/4""; frame: 93 x 78 cm / 36 5/8"" x 30 3/4""","mixed media"
2482,101180,"VANDER VOET, Tony","Brief Moment of Silence",2012,"oil on canvas","121.9 x 60.9 cm / 48"" x 24""",painting
2483,101181,"VANDER VOET, Tony",Evanescence,2012,"oil on canvas","121.9 x 91.4 cm / 48"" x 36""",painting
2484,661748,"VENNE, Lionel","A View of Lake Nipissing",1992,textile,"152.5 x 244 cm / 60"" x 96""",textile
2485,658645,"VENNE, Lionel",Nightscape,1991,"oil on canvas","120.7 x 135.9 cm / 47 1/2"" x 53 1/2""",painting
2486,658644,"VENNE, Lionel","November Journey",1990,"mixed media","58.4 x 80 cm / 23"" x 31 1/2""","mixed media"
2487,658646,"VENNE, Lionel","September Clouds",1990,"watercolour on paper","53.3 x 58.4 cm / 21"" x 23""","work on paper"
2488,618682,"VERBOOM, Klaas Willem","Passing By",n.d.,"mixed media","76.8 x 109.9 cm / 30 1/4"" x 43 1/4""","mixed media"
2489,642657,"VERESS, Karoly",Untitled,1985,metal,"310 x 122 x 76 cm / 122"" x 48"" x 30""",sculpture
2490,634907,"VERESS, Karoly","Untitled [maquette]","c. 1983",wood,"43.8 x 51.4 x 39.4 cm / 17 1/4"" x 20 1/4"" x 15 1/2"" overall",sculpture
2491,654449,"VERNER, Frederick Arthur",Untitled,1877,"watercolour on paper","34.4 x 58.2 cm / 13 1/2"" x 23""","work on paper"
2492,692606,"VERNER, Frederick Arthur","Wiltshire Cottage",1894,"watercolour on paper","51.4 x 104.1 cm / 20 1/4"" x 41""","work on paper"
2493,624415,"VICK, Horace Valentine","Abandoned House, Cape Croker, Bruce Peninsula",n.d.,"oil on canvas","39.4 x 49.5 cm / 15 1/2"" x 19 1/2""",painting
2494,621241,"VILLIERS, W.H.","DeCew Mill and Falls",n.d.,"oil on canvasboard","sight: 39 x 29 cm / 15 3/8"" x 11 7/16""; frame: 48.8 x 38.8 cm / 19 1/4"" x 15 1/4""",painting
2495,618687,"VINCENT, Bernice","Cloud Calendar, September",1975,"acrylic on board","174 x 96.5 cm / 68 1/2"" x 38""",painting
2496,658663,"VIVOT, Lea","Building Bonds [maquette]",1988,bronze,"14 x 20 x 8 cm / 5 1/2"" x 7 7/8"" x 3 1/8""",sculpture
2497,636644,"VIVOT, Lea","The Endless Bench 1984 [Sesquicentennial Edition]",n.d.,bronze,"sculpture: 29.8 x 29.8 x 14.6 cm / 11 3/4"" x 11 3/4"" x 5 3/4""; base: 40 x 40 x 44.4 cm / 15 3/4"" x 15 3/4"" x 17 1/2""",sculpture
2498,658477,"WAGNER, Sylvia","Medewewin - Plant Song",n.d.,"mixed media","53.3 x 72.4 cm / 21"" x 28 1/2""; frame: 84 x 107 cm / 33"" x 42 1/8""","mixed media"
2499,619737,"WALKER, E.","Sleigh Scene, Toronto Bay",1853,lithograph,"sight: 59.7 x 79.7 cm / 23 1/2"" x 31 3/8""; image: 52.4 x 77.5 cm / 20 5/8"" x 30 1/2""","work on paper"
2500,619946,"WALKER, Joy","Canadiana  27/30",1972,print,"actual: 56.5 x 66.7 cm / 22.2"" x 26.2""","work on paper"
2501,619945,"WALKER, Joy","Helps You Grow 11/14",1972,print,"55.9 x 72.4 cm / 22"" x 28 1/2""","work on paper"
2502,661791,"WALKER, Pattie",Untitled,1996,"mixed media","approx. 15.8 sq m","mixed media"
2503,619757,"WALLACE, Don",Untitled,"c. 1966-1968",metal,"261.6 x 299.7 cm / 103"" x 118""",sculpture
2504,625898,"WALLACE, George Burton","The Balancing Act",1979-1980,"bronze and copper","251.5 x 477.5 x 215.9 cm / 99"" x 188"" x 85""",sculpture
2505,622140-01,"WALLACE, George Burton","The Balancing Act [maquette, part 1 of 2]","c. 1978","mixed media","62.2 x 123.2 x 43.8 cm / 24 1/2"" x 48 1/2"" x 17 1/4""","mixed media"
2506,622140-02,"WALLACE, George Burton","The Balancing Act [maquette, part 2 of 2]","c. 1978","graphite on paper","37.5 x 45 cm / 14 3/4"" x 17 3/4""","work on paper"
