Id,AC#,Artist,Title,Date,Medium,Dimensions,Category
1250,621236,"JEFFERYS, Charles William (C.W.)","Jacques Cartier Erects a Cross at Gaspe, 1534","c. 1921","pen and ink on paper","37.5 x 29.2 cm / 14 3/4"" x 11 1/2""; frame: 55.5 x 46 cm / 21 7/8"" x 18 1/8""","work on paper"
1251,621223,"JEFFERYS, Charles William (C.W.)","Laura Secord on Her Journey to Warn the British","c. 1921","pen and ink on paper","37.1 x 29.2 cm / 14 1/8"" x 11 1/2""; frame: 52.7 x 46.5 cm / 20 3/4"" x 18 5/16""","work on paper"
1252,621222,"JEFFERYS, Charles William (C.W.)","Louisbourg, from a Drawing Made on the Spot in 1759 [sic]","c. 1921","pen and ink on paper","15.2 x 27.9 cm / 6"" x 11""; frame: 30.8 x 44.3 cm / 12 1/8"" x 17 7/16""","work on paper"
1253,623328,"JEFFERYS, Charles William (C.W.)","Loyalists Drawing Lots for the Land",n.d.,"watercolour on paper","sight: 50 x 57.5 cm / 19 11/16"" x 22 5/8""; frame: 81.5 x 86.5 cm / 32"" x 34""","work on paper"
1254,621238,"JEFFERYS, Charles William (C.W.)","Loyalists on the Way to Canada","c. 1921","pen and ink on paper","27.9 x 36.2 cm / 11"" x 14 1/4""; frame: 48.3 x 54.8 cm / 19"" x 21 9/16""","work on paper"
1255,621234,"JEFFERYS, Charles William (C.W.)","The Battle of Lundy's Lane","c. 1921","pen and ink on paper","29.2 x 36.8 cm / 11 1/2"" x 14 1/2""; frame: 48 x 54 cm / 18 7/8"" x 21 1/4""","work on paper"
1256,621233,"JEFFERYS, Charles William (C.W.)","The British Army at Dawn Climbing the Heights above Wolfe's Cove","c. 1921","pen and ink on paper","36.2 x 29.2 cm / 14 1/4"" x 11 1/2""; frame: 54.5 x 47 x 7 cm / 21 1/2"" x 18 1/2"" x 2 13/16""","work on paper"
1257,621237,"JEFFERYS, Charles William (C.W.)","The Brothers La Verendrye in Sight of the Mountains","c. 1921","pen and ink on paper","27.9 x 41.9 cm / 11"" x 16 1/2""; frame: 50.3 x 59 cm / 19 13/16"" x 23 1/4""","work on paper"
1258,619871,"JEFFERYS, Charles William (C.W.)","The Death of Brock at Queenston Heights","c. 1908","watercolour on paper","25.4 x 38.1 cm / 10"" x 15""; frame: 50.2 x 60.3 cm / 19 3/4"" x 23 3/4""","work on paper"
1259,621235,"JEFFERYS, Charles William (C.W.)","The Founding of Halifax","c. 1921","pen and ink on paper","29.2 x 36.8 cm / 11 1/2"" x 14 1/2""; frame: 47.2 x 52.5 cm / 18 9/16"" x 20 11/16""","work on paper"
1260,621230,"JEFFERYS, Charles William (C.W.)","The Landing of Wolfe at Louisbourg in 1758","c. 1921","pen and ink on paper","39.4 x 28.6 cm / 15 1/2"" x 11 1/4""; frame: 61.7 x 47.5 cm / 24 5/16"" x 18 1/4""","work on paper"
1261,621225,"JEFFERYS, Charles William (C.W.)","The Loyalist Fleet Leaving Boston, March 17, 1776","c. 1921","pen and ink on paper","29.2 x 36.8 cm / 11 1/2"" x 14 1/2""; frame: 46.8 x 54.6 cm / 18 7/16"" x 21 1/2""","work on paper"
1262,621229,"JEFFERYS, Charles William (C.W.)","The March of the Rebels upon Toronto in December, 1837","c. 1921","pen and ink on paper","25.4 x 36.8 cm / 10"" x 14 1/2""; frame: 44.2 x 54.5 cm / 17 3/8"" x 21 1/2""","work on paper"
1263,621231,"JEFFERYS, Charles William (C.W.)","The Meeting of Brock and Tecumseh","c. 1921","pen and ink on paper","36.8 x 29.2 cm / 14 1/2"" x 11 1/2""; frame: 56 x 43 cm / 22"" x 17""","work on paper"
1264,623327,"JEFFERYS, Charles William (C.W.)","The Pioneer, 1784","c. 1926","watercolour on paper","71.1 x 51.4 cm / 28"" x 20 1/4""; frame: 103 x 80 cm / 40 1/2"" x 31 1/2""","work on paper"
1265,619864,"JEFFERYS, Charles William (C.W.)","Wheat Stacks on the Prairies",1907,"oil on canvas","58.4 x 88.9 cm; frame: 84.5 x 114.2 cm / 33 1/4"" x 45""",painting
1266,658573,"JENSEN, Ruby","Bay of Rocks",n.d.,"pastel on paper","38.1 x 48.3 cm / 15"" x 19""","work on paper"
1267,100404,"JEWELL, Milton W.",Ichabod,2003,"wax transfer ptng","66 cm x 182 cm / 26"" x 71 5/8"" ",painting
1268,640726,"JEWELL, Milton W.","J. S. Woodsworth Talking to the Unemployed",1984-1986,"oil on canvas","122 x 168 cm / 48"" x 66 1/8""",painting
1269,101302,"JOE, Mendelson","March Fog",2004,"acrylic on canvas","76.2 x 101.6 cm / 30"" x 40""; frame: 82 x 107 cm / 32"" x 42"" ",painting
1270,101303,"JOE, Mendelson","Red Light January",2004,"acrylic on canvas","76.2 x 76.2 cm / 30"" x 30""; frame: 82 x 82 cm / 32"" x 32""",painting
1271,661620,"JOHNSON, Ben","Untitled [maquette]",n.d.,"acrylic on canvas","34 x 121 cm / 13 3/8"" x 47 5/8""",painting
1272,623853,"JOHNSON, Irma","Dying Jackpine Branch",n.d.,"watercolour on paper","53.3 x 73.7 cm / 21"" x 29""","work on paper"
1273,624410,"JOHNSON, Kathleen Beatrice","Algonquin Swamp - Spring",n.d.,"oil on masonite","50.2 x 60 cm / 19 3/4"" x 23 5/8""",painting
1274,623356,"JOHNSTON, Francis Hans (Franz)","Winter Ideal",n.d.,"oil on hardboard","55.9 x 76.2 cm / 22"" x 30""",painting
1275,640736,"JONES, Brian","Skaters [maquette]",1986,"acrylic on canvas","46 x 71.1 cm / 18 1/8"" x 28""",painting
1276,637624,"JONES, Phyllis Jacobine","Hon. George Stewart Henry, BA, LL D [Premier of Ontario, 1930-34]",1954,plaster,"36 x 26 x 21.59 cm / 14 1/8"" x 10 1/4"" x 8 1/2""; base: 12.7 x 30.5 x 25 cm / 5"" x 12"" x 9 7/8""",bust
1277,658483,"KAGAWA, Gloria","Party Series: Revelling",1989,print,"70 x 101.5 cm / 27 1/2"" x 40""","work on paper"
1278,635337,"KAKEGAMIC, Goyce","Birds at the Campfire  IV/V",n.d.,serigraph,"76.2 x 55.9 cm / 30"" x 22""; frame: 71.5 x 90 cm / 28 1/8"" x 35 7/16""","work on paper"
1279,100198,"KAKEGAMIC, Goyce","Na-We-Ya-He  19/200",1985,serigraph,"sight: 232.4 x 29.8 cm / 91/2 x 11 3/4""; frame: 37.5 x 43.2 cm / 14 3/4 x 17""","work on paper"
1280,635338,"KAKEGAMIC, Joshim (Josh)","Bear  10/65",1975,serigraph,"55.9 x 76.2 cm / 22"" x 30""; frame: 90 x 71.5 cm / 35 1/2"" x 28 1/8""","work on paper"
1281,635339,"KAKEGAMIC, Joshim (Josh)","Conjurors  AP II/III",1975,serigraph,"76.2 x 55.9 cm / 30"" x 22""; frame: 71.5 x 90 cm / 28 1/8"" x 35 7/16""","work on paper"
1282,635342,"KAKEGAMIC, Joshim (Josh)","Demolish  AP VI/VII",1977,serigraph,"38.1 x 52.7 cm / 15"" x 20 3/4""","work on paper"
1283,635341,"KAKEGAMIC, Joshim (Josh)","Dependence  III/III AP",1977,serigraph,"62.2 x 75.6 cm / 24 7/16"" x 29 3/4""","work on paper"
1284,635340,"KAKEGAMIC, Joshim (Josh)","Family  37/57",1975,serigraph,"88.9 x 73.7 cm / 35"" x 29""","work on paper"
1285,662315,"KAKEGAMIC, Roy","Symphony in the Wilds",1991,"acrylic on canvas","122 x 487.7 cm / 48"" x 192""",painting
1286,658661,"KAKEGAMIC, Roy","Symphony in the Wilds [maquette]",1991,"acrylic on paper","20.3 x 80 cm / 8"" x 31 1/2""","work on paper"
1287,635010,"KAMALATISIT, Richard","Pack of Wolves",1981,"acrylic on board","61 x 50.8 cm / 24"" x 20""",painting
1288,635011,"KAMALATISIT, Richard","Polar Bears  70/75",1978,serigraph,"sight: 55.9 x 77.5 cm / 22"" x 30 1/2""; image: 40.6 x 63.5 cm / 16"" x 25""","work on paper"
1289,635012,"KAMALATISIT, Richard",Sundown,1978,serigraph,"sight: 57.8 x 71.1 cm / 22 3/4"" x 28""; image: 40.6 x 55.9 cm / 16"" x 22""","work on paper"
1290,635013,"KAMALATISIT, Richard","Wolves  33/83",1978,serigraph,"sight: 56.5 x 77.5 cm / 22 1/4"" x 30 1/2"": image: 40.6 x 62.9 cm / 15 7/8"" x 24 3/4""","work on paper"
1291,101325,"KANANGINAK,","Snow Buntings",n.d.,print,"frame: 65.4 x 80.6 cm / 25 3/4"" x 31 3/4""","work on paper"
1292,101326,"KANANGINAK,","The Loon and the Fish",n.d.,print,"frame: 65.4 x 80.6 cm / 25 3/4"" x 31 3/4""","work on paper"
1293,619698,"KANAYOOK, Paulosie","Hunter with Seal [maquette]",n.d.,soapstone,"30.5 x 50.8 x 27.9 cm / 12"" x 20"" x 11""",sculpture
1294,623093,"KANAYOOK, Paulosie","Tuktu  23/50",1961,"stencil print","21.6 x 28.6 cm / 8 1/2"" x 11 1/4""","work on paper"
1295,661698,"KANTAROFF, Maryon","Sentinel / Spring [maquette, 3 parts]",n.d.,"mixed media","[1] cardboard, painted silver; aluminum: (a) 6 x 2.5 x 1 cm / 2 3/8"" x 1"" x 3/8""; (b) 10 x 5 x 6.5 cm / 3 15/16"" x 2"" x 2 1/2""; (c) 10.4 x 8.3 x 3.2 cm / 4"" x 3 1/4"" x 1 1/4""; (d) 5 x 5.3 cm / 2"" x 2 1/8"" dia.; (e) 7 x 7.8 x 7.8 cm / 2 3/4"" x 3"" x 3""; [2] foamcore model (irreg. shape): 20 x 29 x 32.3 cm / 7 7/8"" x 11 7/16"" x 12 3/4""; [3] s","mixed media"
1296,622129,"KARSH, Yousuf","King George the Sixth","c. 1943","b/w photograph","sight: 58.5 x 48.5 cm / 23"" x 19""; frame: 79 x 64 cm / 31"" x 25 1/4""",photograph
1297,101119,"KEARNS, Gertrude",Alcove,1999,"acrylic on canvas","101.6 x 101.6 cm / 40"" x 40""",painting
1298,101118,"KEARNS, Gertrude","Beast Rock",1999,"acrylic on canvas","101.6 x 101.6 cm / 40"" x 40""",painting
1299,100139,"KEAST, John","North Shore Lake Huron",n.d.,"oil on canvas","39 x 47 cm / 15 3/8"" x 18 1/2""",painting
1300,100140,"KEAST, John","Thunderhead Algoma",n.d.,"oil on canvas","47 x 35 cm / 18 1/2"" x 13 3/4""",painting
1301,100141,"KEAST, John","White Pine",1991,"oil on canvas","51 x 61 cm / 20 1/8"" x 24""",painting
1302,661628,"KEAST, John","Winter at Ottertail Lake",1991,"oil on canvas","76.2 x 96.5 cm / 30"" x 38""; frame: 78.5 x 98.5 cm / 30 15/16"" x 38 3/4""",painting
1303,640737,"KEELEY, Shelagh","Second Skin [maquette, diptych, part 1 of 2]",1986,"mixed media","56 x 76 cm / 22"" x 30""; frame: 66 x 86 cm / 26"" x 33 7/8""","mixed media"
1304,101191,"KEELEY, Shelagh","Second Skin [maquette, diptych, part 2 of 2]",1986,"mixed media","56 x 76 cm / 22"" x 30""; frame: 66 x 86 cm / 26"" x 33 7/8""","mixed media"
1305,657390,"KEELEY, Shelagh",Untitled,1988,"graphite on paper","155.5 x 95.8 cm / 61 1/4"" x 37 3/4""","work on paper"
1306,800066-RP,"KEESIC, Glen","Legend of Sioux Lookout",1987,reproduction,"sight: 44.5 x 61 cm / 17 1/2"" x 24""; frame: 60.3 x 77.5 cm / 23 3/4"" x 30 1/2""","work on paper"
1307,618681,"KEIRSTEAD, James Lorimer","Buckhorn Lake",n.d.,"oil on canvas","30.5 x 47 cm / 12"" x 18 1/2""",painting
1308,632646,"KELLEY, Brian","Close Tulips  3/5",n.d.,lithograph,"55.9 x 76.2 cm / 22"" x 30""","work on paper"
1309,100315,"KELLEY, Brian","Killarney III","c. 2004",drypoint,"sight: 28.3 x 37.6 cm / 11 1/8"" x 14 7/8""; image: 15.3 x 20.4 cm / 6 x 8""","work on paper"
1310,632645,"KELLEY, Brian","Untitled  16/25",n.d.,lithograph,"sight: 35.6 x 43.8 cm / 14"" x 17 1/4""; image: 29.8 x 38.7 cm / 11 3/4"" x 15 1/4""","work on paper"
1311,661630,"KELLY, Joan","Reclining Mood",1987,"oil on canvas","frame: 158 x 230.5 cm / 62 1/4"" x 90 3/4""",painting
1312,100068,"KELLY, Joan","Shoreline - Early Morn",n.d.,"pastel on paper","sight: 48.5 x 69 cm / 19 1/8"" x 27 1/8""; frame: 86.5 x 66 cm / 34 1/16"" x 26""","work on paper"
1313,658574,"KELLY, Joan","The Rocky Shore",1991,"oil on canvas","91.4 x 121.9 cm / 36"" x 48""",painting
1314,623620,"KELLY, John David","The Silver Lady","c. 1914",silver,"69.9 x 25.4 x 33 cm / 27 1/2"" x 10"" x 13""",sculpture
1315,622125,"KELLY, Sir Gerrold","Her Majesty Queen Elizabeth (wife of George VI)",n.d.,engraving,"sight: 80 x 53.8 cm / 31 1/2"" x 21 1/8""",portrait
1316,633765,"KEMERER, Cynthia","Untitled [maquette, triptych]","c. 1983","watercolour on paper","3 panels: 27 x 14.3 cm / 10 5/8"" x 5 5/8"" each","work on paper"
1317,101085,"KEMP, Linda","Niagara South Field - Nightview",n.d.,"watercolour on paper","25.4 x 25.4 cm / 10"" x 10""","work on paper"
1318,101324,"KENOJUAK,","My Young Owls",n.d.,print,"frame: 88.3 x 88.3 cm / 25 3/4"" x 31 3/4""","work on paper"
1319,619745,"KERSLAKE, Roger John",Untitled,"c. 1977",ceramics,"221 x 330.2 cm / 87"" x 130""",ceramic
1320,619750-01,"KERSLAKE, Roger John","Untitled [maquette, part 1 of 3]",1977,"mixed media","45.7 x 152.4 cm / 18"" x 60""","mixed media"
1321,619750-02,"KERSLAKE, Roger John","Untitled [maquette, part 2 of 3]",1977,"watercolour on paper","49.5 x 65 cm / 19 1/2"" x 25 5/8""","work on paper"
1322,619750-03,"KERSLAKE, Roger John","Untitled [maquette, part 3 of 3]",1977,"mixed media","49.5 x 65 cm / 19 1/2"" x 25 5/8""","work on paper"
1323,622669,"KERWIN, Claire","Contrainte  AP",n.d.,collagraph,"78.1 x 58.4 cm / 30 3/4"" x 23""","work on paper"
1324,626039,"KHOUBESSERIAN, Hagop","The Musicians",1977,"ink drawing","sight: 85.7 x 67.9 cm / 33 3/4"" x 26 3/4""; image: 83.2 x 63.5 / 32 3/4"" x 25""","work on paper"
1325,658497,"KING, Beryl","Why Ain't it Always Summer? AP",1986,"mixed media","68.5 x 80 cm / 27"" x 31 1/2""","mixed media"
1326,101165,"KING, Clayton Samuel","Niigig at Little Island",2013,"acrylic on canvas","40.6 x 50.8 cm / 16"" x 20""",painting
1327,101164,"KING, Clayton Samuel","Tikmeg (Whitefish)",2014,"acrylic on canvas","40.6 x 50.8 cm / 16"" x 20""",painting
1328,658575,"KIUDORF, Linda","Silver Peak, Killarney",n.d.,"watercolour on paper","24.8 x 34.6 cm / 9 3/4"" x 13 5/8""","work on paper"
1329,101166,"KLASSEN, Drew","One's Place in the Sun",2013,"oil on canvas","121.9 x 121.9 cm / 48"" x 48""",painting
1330,630162,"KLUNDER, Harold","Tiger Brand",1980,lithograph,"233.7 x 92.7 cm / 92"" x 36 1/2""","work on paper"
1331,615419,"KNIGHTS, Helen Harriet","Pine Bay  5/25",1974,etching,"sight: 40.6 x 47.3 cm / 16"" x 18 5/8""; image: 22.9 x 30.5 cm / 9"" x 12""","work on paper"
1332,615418,"KNIGHTS, Helen Harriet","Pleasant Hill  7/50",1971,etching,"sight: 40.6 x 47 cm / 16"" x 18 1/2""; image: 22.9 x 29.8 cm / 9"" x 11 3/4""","work on paper"
1333,615421,"KNIGHTS, Helen Harriet","Snowbound  6/25",1974,etching,"sight: 40.6 x 47 cm / 16"" x 18 1/2""; image: 22.9 x 30.5 cm / 9"" x 12""","work on paper"
1334,615420,"KNIGHTS, Helen Harriet","Sunlight and Shadow  11/25",1972,etching,"sight: 40.6 x 46 cm / 16"" x 18 1/8""; image: 22.9 x 29.8 cm / 9"" x 11 3/4""","work on paper"
1335,605047,"KNOWLES, Farquhar McGillivray","In Time of Peace",1907,"oil on canvas","sight: 90.2 x 64.8 cm / 35 1/2"" x 25 1/2""; frame: 112 x 86.4 cm / 44 1/8"" x 34""",painting
1336,619867,"KNOWLES, Farquhar McGillivray","Notre Dame, Paris",1895,"oil on canvas","sight: 57.1 x 64.5 cm / 22 1/2"" x 25 3/8""; frame: 76.7 x 84.2 cm / 30 3/16"" x 33 1/8""",painting
1337,619798,"KNOWLES, Farquhar McGillivray","Richard Lewis [Principal of the Old George Street School, 1856-76]",n.d.,"oil on canvas","90.2 x 69.9 cm / 35 1/2"" x 27 1/2""",painting
1338,619689,"KOBAYASHI, Reimi","Mountain Plains",n.d.,tapestry,"121.9 x 243.8 cm / 48"" x 96""",textile
1339,694155,"KOKOTSIS, Demetrios","Lieutenant Colonel The Hon. Ray Lawson, OBE, KGStG, LL D, DCmL [Lieutenant Governor of Ontario, 1946-52]",1948,"oil on canvas","124.5 x 94 cm / 49"" x 37""",portrait
1340,100445,"KOLACZ, Eva","Late Summer in Muskoka",05-Jun,"acrylic on canvas","diptych: 121.9 x 182.8 cm / 48"" x 72""",painting
1341,101086,"KOLACZ, Eva","Water Reflections: Lake Ontario",2009,"acrylic on canvas","152.7 x 101.8 cm / 60"" x 48""",painting
1342,101304,"KOLACZ, Eva","Yellow Islands",,"acrylic on canvas","122 x 152.4 cm / 48"" x 60""; frame: 130 x 161 cm / 51"" x 63 1/4""",painting
1343,622138-01,"KOLISNYK, Peter Henry","White Square [maquette, part 1 of 3]","c. 1977-1978",metal,"20.3 x 30.5 x 22.9 cm / 8"" x 12"" x 9""",sculpture
1344,622138-02,"KOLISNYK, Peter Henry","White Square [maquette, part 2 of 3]","c. 1977-1978",photograph,"19 x 24.1 cm / 7 1/2"" x 9 1/2""",photograph
1345,622138-03,"KOLISNYK, Peter Henry","White Square [maquette, part 3 of 3]","c. 1977-1978","b/w photograph","19 x 24.1 cm / 7 1/2"" x 9 1/2""",photograph
1346,100052,"KOOLURIS DOBBS, Linda","Colonel the Hon. Henry Newton Rowell Jackman, CM, KStJ, LL D [Lieutenant Governor of Ontario, 1991-1997]",1997,"acrylic on linen","98.5 x 127 cm / 38 3/4"" x 50"" ; frame: 122 x 150 x 7.7 cm / 48"" x 59"" x 3""",portrait
1347,100095,"KOOLURIS DOBBS, Linda","Hon. David R. Peterson, PC, QC, CStJ, DU, LL D [Premier, 1985-1990]",1998,"acrylic on canvas","sight: 159 x 121 cm / 62 1/2"" x 47 1/2""; frame: 178.1 x 140.5 cm / 70"" x 55 1/4""",portrait
1348,101353,"KOOP, Wanda","Runway [Green Zone Series]",2011,"acrylic on canvas","60.9 x 91.4 cm / 24"" x 36""",painting
1349,100144,"KORKOLA, Myra",Pukaskwa,n.d.,"watercolour on paper","40.8 x 51 cm / 16"" x 20""","work on paper"
1350,100143,"KORKOLA, Myra","Quetico Winter",1991,"watercolour on paper","40.8 x 51 cm / 16"" x 20""","work on paper"
1351,100317,"KORNACHUK, Anne-Marie",Witness,2004,"oil on canvas","91 x 91 cm; 36"" x 36""; frame: 96.5 x 96.5 cm / 38"" x 38""",painting
1352,622137,"KUBOTA, Nobuo","Columns [maquette]","c. 1977","mixed media","56.8 x 54.9 x 7 cm / 22 3/8"" x 21 5/8"" x 2 3/4""","mixed media"
1353,658670,"KUBOTA, Nobuo",Untitled,1991,metal,"520 x 365 x 365 cm / 204 3/4"" x 143 11/16"" x 143 11/16"" overall",sculpture
1354,661699,"KUBOTA, Nobuo","Untitled [maquette]",1991,"mixed media","40 x 33 x 35.5 cm / 15 3/4"" x 13"" x 14""","mixed media"
1355,632681,"KUPERMAN, Larissa",Downtown,1979,print,"sight: 72.4 x 49.5 cm / 28 1/2"" x 19 1/2""","work on paper"
1356,100087,"KURELEK, William","[Fishing]  197/225",1977,reproduction,"sheet: 42.5 x 31.8 cm / 16 3/4"" x 12 1/2""; image: 30.5 x 24.3 cm / 12"" x 9""","work on paper"
1357,100086,"KURELEK, William","[Football]  178/225",1977,print,"sheet: 42.5 x 31.8 cm / 16 3/4"" x 12 1/2""; image: 30.5 x 24.3 cm / 12"" x 9""","work on paper"
1358,100088,"KURELEK, William","[Hockey]  39/225",1977,reproduction,"sheet: 42.5 x 31.8 cm / 16 3/4"" x 12 1/2""; image: 30.5 x 24.3 cm / 12"" x 9""","work on paper"
1359,100090,"KURELEK, William","[Hunting]  150/225",1977,photograph,"sheet: 42.5 x 31.8 cm / 16 3/4"" x 12 1/2""; image: 30.5 x 24.3 cm / 12"" x 9""",photograph
1360,100089,"KURELEK, William","[Skiing]  175/225",1977,photograph,"sheet: 42.5 x 31.8 cm / 16 3/4"" x 12 1/2""; image: 30.5 x 24.3 cm / 12"" x 9""",photograph
1361,100085,"KURELEK, William","[Tobogganing]  150/225",1977,reproduction,"sheet: 42.5 x 31.8 cm / 16 3/4"" x 12 1/2""; image: 30.5 x 24.3 cm / 12"" x 9 9/16""","work on paper"
1362,619918,"KURELEK, William","Awaiting Seal  66/300",1975,reproduction,"35.2 x 29.8 cm / 13.8 x 11.7""","work on paper"
1363,619922,"KURELEK, William","Barn Dance  130/300",1974,print,"35.6 x 23.5 cm / 14"" x 9 1/4""","work on paper"
1364,619920,"KURELEK, William","First Snow  130/300",1974,reproduction,"35.6 x 23.5 cm / 14"" x 9 1/4""","work on paper"
1365,619919,"KURELEK, William","Newfie Jokes  130/300",1974,reproduction,"35.2 x 27.9 cm / 13 7/8"" x 11""","work on paper"
1366,619921,"KURELEK, William","Potato Planters  130/300",1977,reproduction,"35.2 x 27.9 cm / 13 7/8"" x 11""","work on paper"
1367,619916,"KURELEK, William","Sky Tossing at Alaskan Whaling Celebrations  182/300",1975,reproduction,"29.8 x 24.4 cm / 11.7 x 9.6""","work on paper"
1368,619915,"KURELEK, William","Stalking Migrating Caribou  189/300",1975,lithograph,"30 x 24.8 cm / 11 13/16"" x 9 3/4""","work on paper"
1369,620506,"KYLE, James Fergus","""Our Hero Meets Tecumseh. 'This is a Man'""",1908,"charcoal on paper","73.7 x 50.8 cm / 29"" x 20""; frame: 89.7 x 68.5 cm / 35 5/16"" x 27""","work on paper"
1370,619944,"LADOCHA, Jiri","Flowers  4/5",1976,etching,"image: 39.7 x 50.2 cm / 15 5/8"" x 19 3/4""; actual: 52.1 x 69.9 cm / 20 1/2"" x 27 1/2""","work on paper"
1371,619943,"LADOCHA, Jiri","The Flowers",1976,"watercolour on paper","48.3 68.6 cm / 19"" x 27""","work on paper"
1372,661636,"LAFORD, John",Skyscraper,1989,"acrylic on canvas","76.2 x 171.5 cm / 30"" x 67 1/2""",painting
1373,658476,"LAFORD, John","The Enchanted Forest [triptych]",1991,"acrylic on canvas","l. & r. panels: 106.7 x 426.7 cm / 42"" x 167 15/16""; c. panel: 106.7 x 243.8 cm / 42"" x 96""",painting
1374,632675,"LALIBERTE, Norm","Major Arcana",n.d.,print,"sight: 54 x 82.6 cm / 21 1/4"" x 32 1/2""","work on paper"
1375,101337,"LAM, Sann Sann",Franz,n.d.,"acrylic on canvas","48.2 x 68.5 cm / 19"" x 27""",painting
1376,101336,"LAM, Sann Sann",Oceane,n.d.,"acrylic on canvas","106.6 x 106.6 cm / 42"" x 42""",painting
1377,101338,"LAM, Sann Sann",Vasilly,n.d.,"acrylic on canvas","48.2 x 68.5 cm / 19"" x 27""",painting
1378,101087,"LAMPERT, Lilian","Fruit Stand",1988,"acrylic on paper","70 x 50 cm / 27 1/2"" x 19 1/2""","work on paper"
1379,100355,"LANGLEY, Shirray","Bay at Bloor",2005,"oil on panel","30.5 x 91.4 cm / 12"" x 36""",painting
1380,658576,"LANZ, H. Richard","Fishing Boat, N.S.",n.d.,"watercolour on paper","43.2 x 28 cm / 17"" x 11""; frame: 48 x 37.5 cm / 19"" x 14 3/4""","work on paper"
1381,658577,"LANZ, H. Richard","Fishing Boats, N.S.",n.d.,"watercolour on paper","38.1 x 53.3 cm / 15"" x 21""","work on paper"
1382,658578,"LANZ, H. Richard","Killarney Provincial Park",n.d.,"watercolour on paper","35.6 x 50.8 cm / 14"" x 20""","work on paper"
1383,100070,"LANZ, H. Richard","Vermillion River",n.d.,"watercolour on paper","sight: 37 x 52 cm / 14 1/2"" x 20 1/2""; frame: 58 x 73.5 cm / 22 7/8"" x 28 15/16""","work on paper"
1384,658580,"LAPORTE, Ray","Agawa Bay June 21/89",n.d.,"watercolour on paper","38.1 x 56.8 cm / 15"" x 22 1/4""; frame: 55 x 71.8 cm / 21 3/4"" x 28 1/4""","work on paper"
1385,658584,"LAPORTE, Ray","Burwash Prison Farm",n.d.,"watercolour on paper","38.1 x 56.5 cm / 15"" x 22 1/4""; frame: 55.1 x 71.6 cm / 21 3/4"" x  28 1/4""","work on paper"
1386,658582,"LAPORTE, Ray","Church: Lansdowne & Baker",n.d.,"watercolour on paper","69.9 x 15.6 cm / 27 1/2"" x 6 1/4""; frame: 96.4 x 37.5 cm / 38"" x 14 3/4""","work on paper"
1387,658579,"LAPORTE, Ray","Delki Dozzi Park",n.d.,"acrylic on masonite","61.3 x 121.3 cm / 24 1/8"" x 47 3/4""",painting
1388,658581,"LAPORTE, Ray","Killarney Lake Oct 9/88",n.d.,"watercolour on paper","28 x 36.8 cm / 11"" x 14 1/2""","work on paper"
1389,658585,"LAPORTE, Ray","North Wind, Obabika Lake",n.d.,"watercolour on paper","38.1 x 56.5 cm / 15"" x 22 1/4""","work on paper"
1390,658583,"LAPORTE, Ray","Sinclair Cove from Bald Head",n.d.,"watercolour on paper","38.1 x 56.5 cm / 15"" x 22 1/4""","work on paper"
1391,100413,"LARGE, Peter G.S.","Old Barn ? New Siding, Amherst Island, Ontario",2007,"graphite on paper","35 x 53.4 cm / 13 3/4"" x 21""; frame: 57.8 x 74.9 cm / 22 3/4"" x 29 1/2""","work on paper"
1392,101105,"LARGE, Peter G.S.","Shrike's Nest",2012,"graphite on paper","34.2 x 26 cm / 13 1/2"" x 10 1/4""; frame: 52 x 41.9 cm / 20 1/2"" x 16 1/2""","work on paper"
1393,632656,"LAROCQUE, Janet","Untitled [landscape with cottage]",1973,"oil on canvas","75 x 100.5 cm / 29 1/2"" x 39 9/16""; frame: 97 x 121.5 cm / 38 3/16"" x 47 7/8""",painting
1394,101088,"LAST, Rebecca","View from the Artist's studio across Rice Lake: Studies in Light & Energy No. 49",2008,"oil on canvas","diptych, each panel: 91.5 x 91.5 cm / 36"" x 36""",painting
1395,658667,"LAZARUS, Ian",Arcuation,1992,"stainless steel","320 x 760 x 760 cm / 126"" x 299 1/4"" x 299 1/4""",sculpture
1396,658660,"LAZARUS, Ian","Arcuation [maquette]",n.d.,"mixed media","18 x 76 x 60 cm / 7"" x 29 15/16"" x 23 5/8""","mixed media"
1397,661700,"LAZARUS, Ian","Future Fossil: Fusion [maquette]",1991,"mixed media","35.5 x 90.6 x 53.5 cm / 14"" x 35 11/16"" x 21""","mixed media"
1398,100453,"LEADER (?),",Eventide,n.d.,lithograph,"76 x 102 cm / 30 15/16"" x 40 1/8""; frame: 95.9 x 121.9 cm / 37 ó"" x 48""","work on paper"
1399,623106,"LEEMING, Harry Horsfal","Split Rock, Nipigon River",n.d.,"oil on canvas","62.2 x 75.6 cm / 24 7/16"" x 29 3/4""",painting
1400,100459,"LEEPER, Cyril","Hon. James K. Bartleman [Lieutenant Governor of Ontario, 2002-2007]",2007,"oil on linen","137.5 x 114.3 cm / 54"" x 45""; frame: 166.4 x 143.6 cm / 65 1/2"" x 56 1/2""",portrait
1401,654447,"LEEPER, Cyril","Hon. Lincoln M. Alexander, PC, CC, KStJ, O Ont, QC, BA, LL B, LL D DSLitt [Lieutenant Governor of Ontario, 1985-91]",1988,"oil on canvas","127 x 101.6 cm / 50"" x 40""",portrait
